Date,CO,NO,NO2,NOX,O3,PM10,PM25,SO2
27/6/2017,2.2,2,26.25,47.25,91.25,24.25,17.25,7.25
28/6/2017,0.1,-0.1,11.25,42.25,62.25,22.25,16.25,7.25
29/6/2017,2.6,2.4,16.25,52.25,80.25,12.25,18.25,10.25
30/6/2017,1.6,1.4,64.25,72.25,174.25,-0.75,13.25,16.25
1/7/2017,4.6,4.4,25.25,54.25,96.25,3.25,15.25,11.25
2/7/2017,0.4,0.2,0.25,33.25,35.25,8.25,12.25,10.25
3/7/2017,2.8,2.6,21.25,41.25,76.25,2,2,12.25
4/7/2017,4.6,4.4,29.25,40.25,88.25,1,3,12.25
5/7/2017,0.7,0.5,30.25,39.25,88.25,3,1,10.25
6/7/2017,2.4,2.2,30.25,59.25,88.25,4,2,10.25
